,user,created,description,location
1959,yuka_bts_tegi,2020-03-20 01:31:47,ユンギ激強めテヒョンよりのallペンヘッダー〖 @MW_BTS_GH 〗様 量産型になりきれない人,日本
1960,nya37385598,2020-03-20 01:31:47,,
1961,bts_61379_,2020-03-20 01:31:47,"@bts_twt ⁷방탄
#니가_밀면_넘어질게_날_일으켜줘_러브메이즈
#어서와_섹도시발즈는_처음이지?
#구름에_가려진_달_운종지월즈

헤더 태빙님",러브메이즈 먐먐즈 섹도시발즈 운종지월즈
1962,PlushieSeokjin,2020-03-20 01:31:47,"#KimSeokjin
#OT7
#BTS #WeAreBulletProof



..shining me, precious soul of mine💜💜
..and your gonna be happy💜💜💜",
1963,hobisproutss,2020-03-20 01:31:47,₍🐿₎ˀˀ ˓ 𝐦𝐲 𝐩𝐢𝐞𝐜𝐞 𝐨𝐟 𝐬𝐮𝐧 — 정호석 ✦ ⋆* ◟̆◞̆ ⁺⑅ ♥︎ ! *🍮* ☆ 𝟿/𝟸𝟾/𝟷𝟾 ➵ @bts_twt ✨ | diys + graphic design | 𝚜𝚎𝚎𝚒𝚗𝚐 𝚋𝚝𝚜 𝚊𝚗𝚍 𝚊𝚝𝚎𝚎𝚣 !,🇹🇭🇺🇸
1964,badtznamu,2020-03-20 01:31:47,,she/her ♡ 19
1965,jeonggukieoppa,2020-03-20 01:31:47,,El lunar en la nariz de Tae
1966,bts_h13,2020-03-20 01:31:47,"最近グテグテしてる🐰🐯寄りのオルペン💜7人みんな大好き💜７人の笑顔をずっと見ていたい💜同他オルペン大歓迎¨*\(๑•ᴗ•๑)/*¨💜ｱﾗﾌｨﾌᵃʳᵐʸ💗娘02line ホビペン🐴 #親子army #大人army #喉仏委員会🐹

バンタンとarmyが笑顔で幸せでいられますように✽.✎ღ(｡◕‿◕｡)",グクの心の中💜ホントは横浜🤣
1967,Valspring24,2020-03-20 01:31:47,"Éramos solo siete, pero ahora los tenemos a todos ustedes_💜",
1968,vunique7,2020-03-20 01:31:47,this is a fan account. dedicated to our worldwide Tcandler 2017.  I purple you. 💜💜💜💜,
1969,armyiing,2020-03-20 01:31:47,💙 BTS aRMy ❤ hi 👋 @BTS_twt ✌💜,Di♡NEsia
1970,shinesxkth,2020-03-20 01:31:47,"়ེ🥞͢⠂ᨗᵗʰᵉ ᵈᵉᵉᵖᵉʳ ᵗʰᵉ ⁿⁱᵍʰᵗ,ᵗʰᵉ ᵇʳⁱᵍʰᵗᵉʳ ᵗʰᵉ ˢᵗᵃʳˡⁱᵍʰᵗ
   #태형

                 ❴fan account❵",ⁱ'ˡˡ ᵇᵉ ᵗʰᵉʳᵉ ᶠᵒʳ ʸᵒᵘ 
1971,sonyeondan_chim,2020-03-20 01:31:46,full-time fan girl 💜,
1972,MOONSTAR1997,2020-03-20 01:31:46,"⭐#ᴸⁱᶻᵏᵒᵒᵏ ᶜᵒᵐᵐᵘⁿⁱᵗʸ ᴬᶜᶜᵒᵘⁿᵗ
⭐ᴿᵉᵗʷᵉᵉᵗ ᴼⁿˡʸ ᴸⁱᶻᵏᵒᵒᵏ ᴾᵒˢᵗ #ᴶᴷ🐾 ⁺ #ᴸᴵˢᴬ
⭐ᴬˡˡ ᶜʳᵉᵈⁱᵗ ᵗᵒ ᵗʰᵉ ᵒʷⁿᵉʳ.
ᵀʰⁱˢ ⁱˢ ᵃ ᴾᴿᴵⱽᴬᵀᴱ ˢʰⁱᵖᵖⁱⁿᵍ ᵃᶜᶜ + ᴾˡᵉᵃˢᵉ ʳᵉᵃᵈ ᵃᵗ ʸᵒᵘʳ ᵈⁱˢᶜʳᵉᵗⁱᵒⁿ",
1973,taetaeuuwwuu,2020-03-20 01:31:46,@BTS_twt & @TXT_members FAN ACCOUNT,Hati Taehyung
1974,yourpurpleee,2020-03-20 01:31:46,Thalassophile./ fan account of @BTS_twt,Magic Shop
1975,ggukttaetaee,2020-03-20 01:31:46,"୭̥⋆*°#TH to #JM : Hey! You are my soulmate.                   
— fan account ✧ { @_innerchlq }",🥀
1976,thebestOfJasmin,2020-03-20 01:31:46,#JIMIN: yeah i already knew that you were in love with me//🤍@cutiegguk_🤍//No OT7 = No Opinion!,United States
1977,BTSshsah1ARMY,2020-03-20 01:31:46,,United States
1978,park_ugh,2020-03-20 01:31:46,#방탄소년단 and jikook,
1979,itsmaristela_,2020-03-20 01:31:46,"🇵🇭
• Born w/mild CP
• Multi KPOP fan
• Main: @BTS_twt 💜🙂
• @_IUofficial
• #LeeSungKyung
• #PMY
• #HanHyoJoo
• @josephCmarco
• @StephenCurry30
• @ShawnMendes",IG: itsmaristela_
1980,EsPyLaCoPa48735,2020-03-20 01:31:46,#InnerChild #이태원클라스ost #SweetNight... #V #Producing #태형 #태태 를 사랑하는 자칭영화광~I purple you 💜 '예나 지금이나 변함없이 뻔뻔함의 극치를 달리는구나' 양심없는 열등감 덩어리야 카메라 있을때만 착한 척/다정한 척 좀 하지마 !,대한민국
1981,marshulla,2020-03-20 01:31:46,"💜FEBRUARY 21ST, 2020💜",
1982,ht_feeda,2020-03-20 01:31:46,"💜If BTS didn’t give up, who am I to quit? 💜The Genre is BTS",
1983,wifetaeamin,2020-03-20 01:31:46,fan acc of @BTS_twt + lagi kangen juga:),dom bangtan
1984,parkjiminniee8,2020-03-20 01:31:46,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
1985,ciiiinnn_,2020-03-20 01:31:46,Love myself💜,
1986,bexx322,2020-03-20 01:31:46,BTS💜Twice💜TXT💜Blackpink💜Red velvet💜SF9💜 NCT💜Stray Kids💜Itzy,She/Her
1987,piano1230v,2020-03-20 01:31:46,,
1988,SrHaleKookie,2020-03-20 01:31:46,"OT7
Dancer, Singer, Army and Blink
  Saranghae 한국 💜
  💜💜
ɱεƭα∂เɳɦα ૮σɱ @rekkosmo ✨✨",
1989,KeyonOsman,2020-03-20 01:31:46,"love kpop especially Gfriend and Mamamoo, Seventeen",
1990,Natasha09029074,2020-03-20 01:31:46,,Colombia
1991,yoonkookahh,2020-03-20 01:31:46,bts(n.) a family: “we will go to heaven holding hands” - namjoon,London
1992,Kmsv30,2020-03-20 01:31:45,FAN ACCOUNT OF @bts_twt,taekook
1993,teJii_twt,2020-03-20 01:31:45,"Fan acc @BTS_twt ....
Call me teJii 
BANGTAN FOREVER 
ARMY FOREVER",
1994,BVtae_BTS,2020-03-20 01:31:45,"BIGHITstan [ OT7 ] [ OT5 ]💜💜
I believe in @BTS_twt 
@ArianaGrande 
@official_izone @TXT_members
| TAEHYUNG | | BEOMGYU TAEHYUN | fan account","จ.ลพบุรี, ประเทศไทย"
1995,missrigh7,2020-03-20 01:31:45,"|04 line| 
☄방탄소년단☄
'As long as you shine, I'm okay' 
💜 fan account",🇦🇷
1996,youngforever__2,2020-03-20 01:31:45,"방탄소년단에서 방탄할배단 하는 그날까지..🙏     (지팡이 짚고갈게🤶)
🙆‍♀️fan account @bts_twt
👉본계 @youngforever_we
👉부계2 @youngforever__3",대한민국
1997,juliana_TPSS,2020-03-20 01:31:45,"autora de capitão vante, amor não é uma palavra e perdido (jubysban) 🐘💜
tk, army e yaoi stan. soulmate e namoradinha da @naamjuun (marcinha)",Brasil
1998,taegukcci,2020-03-20 01:31:45,annyeonghaseyo ANNYEONGHASEYO YOU FRESH FROM HEAD TO TOE YOU FRESH FROM HEAD TO TOE | I suck at bios | fan acc,🇵🇭
1999,Jooniehope_,2020-03-20 01:31:45,𝐹𝑜𝓇𝑒𝓋𝑒𝓇 𝒢𝓇𝒶𝓉𝑒𝒻𝓊𝓁 𝒻𝑜𝓇 @BTS_twt & @TXT_members 𝕀 𝕃𝕠𝕧𝕖 𝕐𝕠𝕦 𝕒𝕝𝕝 𝕤𝕠 𝕞𝕦𝕔𝕙 𝔸ℝ𝕄𝕐 & 𝕄𝕆𝔸,Bangtans world💜
2000,trvlrntime7,2020-03-20 01:31:45,Celebrating my first comeback with BTS MotS: 7!,
2001,gukkiemybaby,2020-03-20 01:31:45,one of yoongi’s reasons🪐 a pjm☀️☻,hope world🥺
2002,Ipurpleonetrue7,2020-03-20 01:31:45,• BTS Army💖,🇵🇭
2003,171218Remember,2020-03-20 01:31:45,#ArmyComingOutParty is gonna happen bet,
2004,jkjeongin,2020-03-20 01:31:45,𝘴𝘰𝘮𝘪'𝘴 𝘷𝘰𝘪𝘤𝘦: 𝗲𝘃𝗲𝗿𝘆𝗱𝗮𝘆 𝗶𝘀 𝗺𝘆 𝗯𝗶𝗿𝘁𝗵𝗱𝗮𝘆!,𝐎! 𝐑 𝐔 𝐋8 2? 
2005,JeonNamjoon4,2020-03-20 01:31:45,"""CAR-BO-NA-RA""... ""LA-CHI-MO-LA-LA"" ❤💜❤💜
Salanghae: @arleth06615987 ❤ Waifu: @mygmiau
Borahae: @BTS_twt",Donde sea menos con mi Kook :(
2006,namjoonshole,2020-03-20 01:31:45,stop riding my dick i never gave you permission,
2007,sugarieyo,2020-03-20 01:31:45,"My secret life ssttt🤫 Love Yoongi RM RM Hobiii Jinnie Jimin-shi Taebear and Kookie #BTS #ARMY💜❤️ but I love iKon, Winner, Bigbang #YGstan too🖤","Jakarta Selatan, DKI Jakarta"
2008,AgustD_5,2020-03-20 01:31:45,"ᴇsᴛᴏᴜ ᴘᴀᴠɪᴍᴇɴᴛᴀɴᴅᴏ ᴍᴇᴜ ᴘʀóᴘʀɪᴏ ᴄᴀᴍɪɴʜᴏ ᴅᴇ ғʟᴏʀᴇs 🌻 ʜʏᴜɴᴀ - ғʟᴏᴡᴇʀ sʜᴏᴡᴇʀ

Iai genteeee, vcs podem me enviar perguntas no tell?
https://t.co/6nnC19xO0b",te interessa?
2009,Jungkoo54681006,2020-03-20 01:31:45,BTS fan 💜💜💜,
2010,haniiseptii,2020-03-20 01:31:45,"Line :haniesepti
IG : haniesepti

 🌎 방탄소년단 💛","ÜT: -7.294805,112.74668"
2011,esposademin89,2020-03-20 01:31:45,"l love you BTS 🖤💙🖤💙🖤💙🖤💙🖤💙💙🖤💙🖤💙🖤💙🖤💙🖤💙🖤💙
forever..... MAP_OF_THE_SOUL_ 7","México, Tampico"
2012,NWMUqzTiO8XIIrO,2020-03-20 01:31:45,I love Park Jimin❤❤❤,
2013,Meiilani2,2020-03-20 01:31:45,"I PURPLE YOU💜

||Bangtan Boys||","Brebes, Indonesia"
2014,jnjnkk_,2020-03-20 01:31:45,BTS OT7 FOREVER💜 [FAN ACCOUNT],
2015,tatetaete,2020-03-20 01:31:45,"𝔱𝔦𝔤𝔢𝔯, 𝔨𝔬𝔞𝔩𝔞 𝔟𝔲𝔫𝔫𝔶 🐯. 🐨. 🐰", @toblerone ☻ ◡̈
2016,jmssii_,2020-03-20 01:31:45,ARMY💜,Indonesia
2017,wemindes,2020-03-20 01:31:45,".  ☁️      .  ✨    *       ☁️ 
*         *    .      ☁️      *    ☁️ .   *
    .🌜   ☁️    *   .    * . ✨       .
         .         .    ☁️      
*         *",moon
2018,Jinnieeah,2020-03-20 01:31:45,「 𝓳𝓲𝓷'𝓼 𝓬𝓱𝓸𝓲𝓬𝓮: 𝓘’𝓶 𝓽𝓱𝓮 𝓸𝓷𝓮 𝓘 𝓼𝓱𝓸𝓾𝓵𝓭 𝓵𝓸𝓿𝓮 」「 𝓶𝔂 𝓮𝓿𝓮𝓻𝔂𝓽𝓱𝓲𝓷𝓰: @bts_twt  」「𝓶𝔂 𝓼𝓸𝓾𝓵𝓶𝓪𝓽𝓮: @bolinho_ssi 」,
2019,jun6hoon,2020-03-20 01:31:45,"❝ #김태형 ; #김우진 ; #이진우 ; #김승민 ❞
                                    
                    ♡↜💌↝♡",tete love bot ✩
2020,UrsulaLanda,2020-03-20 01:31:45,Mixer. Arianator. ReVeluv. Neverland. MOOMOO. MOA. STAY.❣️BTS. NCT.❣️ ☀️ #vmin “Little Mix dejó Syco; 9. 11. 18.” “TXT debutó 4.3.19.” ☀️,México
2021,bts_armynana,2020-03-20 01:31:45,"SUPANANNA! Cool & Laid back (fan account, not affiliated with subject of account) #LOVEYOURSELFWORLDTOUR #BTSARMY #BTS","Oakland, CA"
2022,21jungkookBTS,2020-03-20 01:31:45,"🌼nunca te des por vencido,no está sola/lo🌼","Río Negro, Argentina"
2023,olovelychimmy,2020-03-20 01:31:45,,MULTI-stan
2024,kimmy3661,2020-03-20 01:31:45,,
2025,PeraltaaIara,2020-03-20 01:31:45,♡:@funttae always,
2026,dolcevantae_,2020-03-20 01:31:45,"#BTS; Follow your dream like bReaKer • No pain, No gain • Only Army • OT7 #YOONGI: I don’t want to live in this unfair society (𝒜𝓁𝒸𝑜𝒽𝑜𝓁)",oʎʞo⊥ uı ɟɔɓ
2027,nttanee,2020-03-20 01:31:44,"time will heal everything, just believe in yourself",재중이토피아 ♥♥♥♥
2028,ilinightmare,2020-03-20 01:31:44,The Eternal 7,Mexico
2029,Taekook83481687,2020-03-20 01:31:44,#Army💚Amo a todo BTS!💜Ama a los 7 sin dejar a ninguno atrás💜,
2030,Valenti27930544,2020-03-20 01:31:44,♡♡,"Jujuy, Argentina"
2031,kkul_boy,2020-03-20 01:31:44,"BTS의 팬계정 #BTSARMY/ 인도네시아 아미 / Bahasa-ENG-한국어 / @BTS_twt @bts_bighit ↔ @BigHitEnt / 악개❌
""우리가 걸어온 7년의 시간, 함께 해 온 7명의 #BTS 멤버들 안에 존재한다""- #방탄소년단",Indonesia
2032,bts_winq,2020-03-20 01:31:44,🔍👩🏼‍🦰🔎,
2033,jinniemily,2020-03-20 01:31:44,"💜💙💛💜💙💛💜💙💛💜💙💛💜
             
                ✨Fan account @bts_twt ✨Fan account @GFRDofficial Fan account @txt_members",Bangtan Seonyeondan
2034,piedpiper__jm,2020-03-20 01:31:44,⠀⠀⠀⠀⠀ ˒  박지민；loving little boy ៸៸ 🌿,
2035,meteorvga,2020-03-20 01:31:44,"𝘓𝘦𝘵'𝘴 𝘴𝘩𝘪𝘯𝘦 𝘣𝘳𝘪𝘨𝘩𝘵 𝘭𝘪𝘬𝘦 𝘢 𝘤𝘩𝘢𝘳𝘪𝘴𝘮𝘢𝘵𝘪𝘤 𝘰𝘧 𝘵𝘢𝘦𝘩𝘺𝘶𝘯𝘨☀️
''support @BTS_twt
#kookmin #taegi nation 💕''","Bangkok, Thailand"
2036,TaniaSurinder,2020-03-20 01:31:44,People Succeed when others say negative things ~ Jin(BTS) FAN ACCOUNT❤️💜,@Italy 
2037,Ekfrlhope,2020-03-20 01:31:44,fan account,
2038,parkjiminniee8,2020-03-20 01:31:44,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
2039,samgyeopsal_jin,2020-03-20 01:31:44,“ ι wιѕн ι coυld love мyѕelғ ” |  𝑱𝒊𝒏 biased |  ʸᵒᵒⁿʲⁱⁿ 🎣,ᴘᴀʀᴀɢᴜᴀʏ
2040,CHIMCHIM_LOVIUS,2020-03-20 01:31:44,🍂𝐼 𝒷𝑒𝓁𝒾𝑒𝓋𝑒 𝒾𝓃 𝓂𝓎𝓈𝑒𝓁𝒻; 𝑀𝓎 𝒷𝒶𝒸𝓀 𝒽𝓊𝓇𝓉𝓈 𝒾𝓃 𝑜𝓇𝒹𝑒𝓇 𝓉𝑜 𝓁𝑒𝓉 𝓂𝓎 𝓌𝒾𝓃𝑔𝓈 𝓈𝓅𝓇𝑜𝓊𝓉🍂,
2041,happy_hobii,2020-03-20 01:31:44,,
2042,adorable_mozzi_,2020-03-20 01:31:44,🌟 잘 생 겼 다 🌟,ᴍʏ ʏᴏᴜᴛʜ ɪs ʏᴏᴜʀs
2043,jinswifeee,2020-03-20 01:31:44,𝕂𝕚𝕞 𝕊𝕖𝕠𝕜𝕁𝕚𝕟 𝕚𝕤 𝕞𝕪 𝕞𝕠𝕠𝕟🌙  𝕁𝕦𝕟𝕘 𝕎𝕠𝕠𝕪𝕠𝕦𝕟𝕘 𝕚𝕤 𝕞𝕪 𝕤𝕦𝕟𝕤𝕙𝕚𝕟𝕖☀️𝕄𝕦𝕝𝕥𝕚𝕤𝕥𝕒𝕟/H𝕒𝕣𝕕𝕤𝕥𝕒𝕟🌝,"Chicago, IL"
2044,jmczindelvalle,2020-03-20 01:31:44,Team work makes the dream work @BTS_twt,"Manila City, National Capital "
2045,bitiezluvly,2020-03-20 01:31:43,♥,Your heart
2046,qwert_3302,2020-03-20 01:31:43,소통 적어서 미안해요 다 미안해요 근데 나도 노력하고 있어요 제발 기대만 하지말고 기억을 좀 해줘요, 진입장벽 없으니까 편하게 해줘요
2047,enbyeli,2020-03-20 01:31:43,"You’re in her dms asking for feet pics, I’m in her house helping her try on her fursuit. We are not the same.",they/them / BTS
2048,Brenda19935,2020-03-20 01:31:43,,
2049,dodangs_j,2020-03-20 01:31:43,Fan account for BTS/오직 방탄에 의한 방탄을 위한 계정😊/방탄을 다소다(애틋하게 사랑하다)💜/칠방탄소즁🥰,
2050,EnergeticIrish,2020-03-20 01:31:43,"You put your arms around me, and I'm home./18/ she/her. Layout by: @/igukth on Tumblr",
2051,bts_dawin_0309,2020-03-20 01:31:43,냠냠🍡,
2052,bombsbybangtan,2020-03-20 01:31:43,♥@shawnmendes followed on 28/12/17❣️,
2053,coooky_97,2020-03-20 01:31:43,"i purple you @BTS_twt  • OT7💜















































I'm in this bangtan sonyeondan shit for life💜",
2054,bbyluvjin,2020-03-20 01:31:43,"🏹◞♡ Not so long ago I was alone and lost, and then you came along and I was home. Thank you for finding me.ˎˊ˗˚ @BTS_twt",Fan Account !¡ sou multi sim 
2055,Its_Melka,2020-03-20 01:31:43,A lover of life a child at heart | Making it through each day with a cup of coffee | I live so I love | 35 and a proud OT7 ARMY ☺️💜,planet earth
2056,jiminscloset1,2020-03-20 01:31:43,Fan page for everything worn by BTS Park Jimin and more 🍇 #JIMINstyle,
2057,katuki__t_k07,2020-03-20 01:31:43,Kis-My-Ft2/NEWS/SixTONES/美 少年/HiHi Jets/7 MEN 侍  キスマイ5/10参戦、NEWS6/27参戦。,❤︎ジャニーズ❤︎
2058,BTS_1230tan,2020-03-20 01:31:43,@BTS_twt 민윤기 만세,깔쌈하다 김태형
2059,9462760ss,2020-03-20 01:31:43,🐥른,
2060,Nics1EntireHand,2020-03-20 01:31:43,"she/her
💜
19",Canada
2061,BTS_NOCHU_KKEOm,2020-03-20 01:31:43,"헤더출처: MAY 님💜💜
메이크업 전공으로 배우고 있습니다💄💇 @BTS_twt",대한민국 마포구
2062,agosC01,2020-03-20 01:31:43,xd,
2063,MUNI0616,2020-03-20 01:31:43,"(BTS💜ARMY) 행복하자
#내인생에_한번뿐인_방탄소년단
                                      
반짝이는 7명의  북두칠성🌟
(@BTS_twt)                           
언제나 응원합니다~💜💜
(헤더@sujup0613)",
2064,ggooomm1,2020-03-20 01:31:43,💜💙💙💙💙💙💙💙💜,
2065,Firdausnizam01,2020-03-20 01:31:43,,
2066,kimjila_,2020-03-20 01:31:43,ᴀɴᴅ ʏᴏᴜ ɢᴏɴɴᴀ ʙᴇ ʜᴀᴘᴘʏ #BTS #ARMY,"kim seokjin, namjoon♡"
2067,arusha80131197,2020-03-20 01:31:43,bts my life 💜💜💜,
2068,uwueyb,2020-03-20 01:31:43,b t s  X  t x t,OT7 ● 방탄소년단
2069,yoontaephoria,2020-03-20 01:31:43,"@BTS_twt elitist 🇲🇽🇰🇷🇬🇧 
M̶a̶y̶b̶e̶ I can never fly",🇲🇽
2070,cestlavie9090,2020-03-20 01:31:43,"Though your beginnings may be humble, may the end be prosperous.


My former acc cestlavie_90 🥀

(I'm not a translator~)",
2071,Darkch0co,2020-03-20 01:31:43,#BTS #BTSARMY,
2072,JoonsMoon17,2020-03-20 01:31:43,The genre is BTS | fan account,
2073,parkjiminniee8,2020-03-20 01:31:43,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
2074,PaholySanchez,2020-03-20 01:31:43,"💜BTS💜
💙MAP OF THE SOUL=7💙",
2075,chloedoyon2004,2020-03-20 01:31:43,"Army×BTS 
Fandom Canada /Quebec City 
I'm a beginner song-writer ~
I love all type of music 😊",
2076,PlushieSeokjin,2020-03-20 01:31:43,"#KimSeokjin
#OT7
#BTS #WeAreBulletProof



..shining me, precious soul of mine💜💜
..and your gonna be happy💜💜💜",
2077,gaae0305,2020-03-20 01:31:43,"비투비,몬스타엑스,방탄소년단 좋아해요💜/fan account/꼬우면 블락 때리세요/언괄=블락/간혹가다 우울트 있어요/인장: 이안",
2078,Line00Bangtan,2020-03-20 01:31:42,"|| 방탄소년단 ||
Fan Account💞 ||ONLY ARMY||",
2079,Oc_0611,2020-03-20 01:31:42,"|Fan account @BTS_twt|
Cảm ơn các cậu vì tất cả",
2080,GODG3N,2020-03-20 01:31:42,"Fan acc 
🎙 ONLYﾐ↳ @BTS_twt ┆ﾐ↳ OT7 ┆ONLY ﾐ↳ ARMY",
2081,Betty10MG,2020-03-20 01:31:42,,
2082,Cat_Ube_Love_28,2020-03-20 01:31:42,💜 / 🇵🇭 🇺🇸 / #BTS OT7 with a soft spot for Tae 🐯 / 46-yr old newer Army,South Bay Area
2083,youngforever__2,2020-03-20 01:31:42,"방탄소년단에서 방탄할배단 하는 그날까지..🙏     (지팡이 짚고갈게🤶)
🙆‍♀️fan account @bts_twt
👉본계 @youngforever_we
👉부계2 @youngforever__3",대한민국
2084,7nochu,2020-03-20 01:31:42,"BTS X ARMY 💜

FAN ACCOUNT

hello,  rsm here 💫💫",
2085,PippiCollins,2020-03-20 01:31:42,Kim Taehyung and I made eye contact at Citi Field and I was the most magical moment of my life 💜🐯 BTS Army | 24U | Myday | BabyStay | Atiny | MoA | Choice |,
2086,love_bts_jkjk,2020-03-20 01:31:42,,대한민국 서울
2087,jimin0130lee,2020-03-20 01:31:42,BTS💜JIMIN [fan account],대한민국
2088,Dal_Talking,2020-03-20 01:31:42,7형제 모두 사랑합니다! 형라 쬐끔 더 아껴요💜 묵은지덕순이라 알패스 있어요😁 소통 좋아요(주접있음)😉 작업계 : 달콤작업방_달방 @dalbang_ (만들고 싶은거 해요) / 3N fan account / 인장 및 헤더 : 나,
2089,saannisan,2020-03-20 01:31:42,@bts_twt ♥️♥️♥️,Indonesia
2090,chxmmybts,2020-03-20 01:31:42,"STREAM ON, WHO, & SWEET NIGHT ~ @BTS_twt only ~ BTS Paved The Way ~ Genre is BTS ~ OT7 ~ 🐥🐰 ~ ARMY since Nov 11 2017 ~ I mainly retweet things (fan account)","Florida, USA"
2091,lo1411123030618,2020-03-20 01:31:42,한 시간이라도 더 행복합시다,
2092,jjiminin,2020-03-20 01:31:42,CERTIFIED @BTS_twt ARMY💜💜🇵🇭,Bangtan Universe
2093,Roro51919822,2020-03-20 01:31:42,,
2094,NOUR99991111,2020-03-20 01:31:42,ARMY and PROUD,
2095,moon_mar12,2020-03-20 01:31:42,"✾ᶠᵘᵉ ᵃˡʳᵉᵈᵉᵈᵒʳ ᵈᵉ ˡᵒˢ ¹⁸ ᵃᶰ̃ᵒˢ˒ ᶜᵘᵃᶰᵈᵒ ᵐᶤ ᶠᵒᵇᶤᵃ ˢᵒᶜᶤᵃˡ ᶜᵒᵐᵉᶰᶻᵒ́ˑ ˢᶤ́˒ ᵉˢ ᶜᵒʳʳᵉᶜᵗᵒ ᵃˡʳᵉᵈᵉᵈᵒʳ ᵈᵉ ᵉˢᵉ ᵗᶤᵉᵐᵖᵒ ᵐᶤ ᵉˢᵗᵃᵈᵒ ᵐᵉᶰᵗᵃˡ ˢᵉ ᶜᵒᶰᵗᵃᵐᶤᶰᵒ́✾
 ᵃᴳᵘˢᵗᴰ 

~ғαɴ αccoυɴт",BTS Princes of Pop~👑
2096,dkdktx,2020-03-20 01:31:42,Account for supporting my boys... No need to say more... Proud to be Noona ARMY..,
2097,jeonkings,2020-03-20 01:31:42, ꒰꒰ tengo más cara de pancake que #taehyung ꒱꒱,u r my one and only.
2098,Isabela02091,2020-03-20 01:31:42,💜💜💜💜💜💜💜,
2099,0613_magic_shop,2020-03-20 01:31:42,,대한민국
2100,lovelygirl0901,2020-03-20 01:31:42,정구기 없이 못살아🐰🐰,🐰GOLDEN CLOSET🐰
2101,Hchee4,2020-03-20 01:31:42,"fan account ⭐방탄소년단 일곱천사만 응원합니다.💜
🔥죄송합니다. 타가수  게시물, RT등 있으면, 바로 언팔, 차단😄오직방탄",
2102,JinBtsIna1,2020-03-20 01:31:42,Pure 💜💜💜ot 7,
2103,babilovelyjimin,2020-03-20 01:31:42,"Please always shine everywhere like the moon, Jimin-ah"," Chile🇨🇱, hablemos🥰"
2104,iruichi_08,2020-03-20 01:31:42,,
2105,BitMelodramatic,2020-03-20 01:31:42,"#RM: “𝗜 𝘄𝗶𝘀𝗵 𝘁𝗵𝗲𝗿𝗲 𝘄𝗮𝘀 𝗮 𝗯𝗲𝘁𝘁𝗲𝗿 𝘄𝗼𝗿𝗱 𝘁𝗵𝗮𝗻 ‘𝗹𝗼𝘃𝗲.’ 𝗜 𝗿𝗲𝗮𝗹𝗹𝘆, 𝘁𝗿𝘂𝗹𝘆 𝗹𝗼𝘃𝗲 𝘆𝗼𝘂. 𝗣𝗹𝗲𝗮𝘀𝗲 𝗸𝗻𝗼𝘄 𝘁𝗵𝗮𝘁.”.",
2106,GoldenRiot77,2020-03-20 01:31:42,Writer. She/Her 💜🖤🤍 ARMY since 2019 (Profile Pic Courtesy of my best friend @ramenbubblearts),"Norman, OK"
2107,TATA_BTS_V30,2020-03-20 01:31:42,I like Taehyung. 🧸　𝟟 BTS is the best in the world 💜　▸▸ 𝟡𝟞𝕃𝕚𝕟𝕖 ✩.* 𝔸ℝ𝕄𝕐 ☁.*.｡ 𝕂𝕚𝕞 𝕥𝕒𝕖𝕙𝕪𝕦𝕟𝕘 🐯 ✘ 🐰°+.*,
2108,luckykim_77,2020-03-20 01:31:42,"FAN ACCOUNT @BTS_twt
🐯🧡
Aily 02l",Indonesia
2109,AmeliaJanneth,2020-03-20 01:31:42,,Peru
2110,MagwaiLol,2020-03-20 01:31:42,Maggie - 진주 - 🐯🍓🍑 | MetLife D1 & D2! |,NA Server 🦖
2111,hasadisevee,2020-03-20 01:31:42,LYSinBKK see u there,ประเทศไทย
2112,grecita_army,2020-03-20 01:31:42,"ARMY FOREVER 💜 Yoonmin, Namjin, Vkook, Changlix, Yeonbin, 2Jae and Verkwan 💖 Got7, Stray Kids, TXT, NewKidd, IZ, Seventeen, Monsta X, MCND y Kang Daniel",Peru
2113,parkjiminniee8,2020-03-20 01:31:42,"방탄 소년단과 육군은 항상 함께💜
항상 행복하고 항상 서로를지지하며 충성스러운 BTS 육군은 영원히🍁💜",
2114,Game16062547,2020-03-20 01:31:41,"@BTS_twt 
         ||ARMY  My name's Game™|| sky. 🌈 
แค่เห็นคุณมีความสุขพวกเราก็มีความสุข😊💜",ประเทศไทย
2115,BTS_KOOKV_S_,2020-03-20 01:31:41,"วีV & คิมแทฮยอง คือ สามี 🐯💚
(รักเมนมากกกกก )",
2116,ChiseHatori11,2020-03-20 01:31:41,,
2117,Sophrosyneeeez,2020-03-20 01:31:41,Otanoshimini,
2118,vingularitear,2020-03-20 01:31:41,Damage beyond repair.,
2119,btshiness,2020-03-20 01:31:41,stream mots7 • only army uwu,lejos de yoongi | he/him
2120,tae24366818,2020-03-20 01:31:41,hi! made this account to know more about bts,MY
2121,LiCWinn,2020-03-20 01:31:41,"BTS is a once in a lifetime chance from God - Kim Taehyung, 2019 | OT7 💜⁷ | Chicago D2 2020",Bangtan Magic Shop
2122,_georgiamai,2020-03-20 01:31:41,what a sad little life jane,belfast/gloucester
